Age,Estimated_Income,Superannuation_Savings,Amount_of_Credit_Cards,Credit_Card_Balance,Bank_Loans,Bank_Deposits,Checking_Accounts,Saving_Accounts,Foreign_Currency_Account,Business_Lending,Properties_Owned,Nationality_encoded,Occupation_encoded,Loyalty_Classification_encoded
36,42638.7,15049.8,1,1793.83,161088.83,80407.61,32758.66,37910.7,8061.53,195265.57,2,4,52,3
80,79572.94,13544.16,1,1307.59,484584.87,321886.02,227540.12,29469.22,12019.57,617304.09,3,2,65,3
69,150128.79,4140.92,2,623.39,700025.06,143853.26,75522.96,12802.94,30303.33,1708598.98,2,4,150,1
56,86558.08,29076.8,1,2170.28,817889.66,175002.72,80653.43,69377.17,32342.6,166400.4,3,0,47,1
34,129036.15,9152.55,2,536.28,395870.81,117544.13,44852.37,91143.1,7191.56,303880.86,1,1,62,0
42,113585.69,9166.85,2,2641.91,251175.96,127040.6,57874.05,43306.73,25822.76,326192.58,0,2,131,1
83,58759.68,2220.4,1,4877.08,242465.6,140284.2,72300.32,29912.91,16725.28,370033.56,2,1,25,1
25,158091.86,33824.44,3,1080.03,207662.76,177146.44,177146.44,70553.15,17133.59,235133.69,0,4,7,2
48,142526.6,44209.95,2,7062.99,644588.13,408574.69,169938.14,237624.14,10592.59,1922516.9,1,4,141,2
27,229404.53,10365.55,1,3539.0,560607.18,622655.3,423662.37,220432.81,56178.18,544885.67,0,2,42,0
83,238781.13,38376.42,1,4957.84,916634.56,1211730.47,976443.0,113996.78,12450.75,285914.61,2,2,43,1
59,78234.39,25758.04,1,6008.08,667560.06,391853.14,226281.39,31293.06,53119.25,1225713.27,1,2,43,1
49,89771.99,22998.46,1,3782.39,785239.04,855645.41,312639.67,259436.08,35581.49,104237.13,1,1,184,1
83,237293.14,38780.7,1,6009.36,248078.88,1568223.22,914796.88,250915.71,53613.84,1357097.28,1,4,97,3
26,38281.04,26898.4,1,1912.32,1038515.84,1506675.71,320168.59,435052.61,49608.96,880957.44,1,4,50,1
62,315769.17,33274.08,2,10279.55,923741.3,1485080.78,847123.54,242423.75,76188.91,1716789.88,0,4,4,1
65,329750.77,17939.02,1,3587.99,400978.71,399400.32,180374.34,61842.63,30350.22,2706295.68,2,2,34,1
65,151080.0,13218.5,1,4291.47,816970.31,1347664.84,591657.74,564485.31,32393.9,916837.08,2,4,146,1
72,121290.33,21999.78,1,2810.3,1354505.05,2640689.23,604079.24,762865.78,2175.48,1101119.76,3,3,92,1
28,115567.05,17257.5,1,382.54,382479.92,260085.75,102328.82,114181.91,32411.02,656394.17,1,2,170,2
77,152255.71,9352.06,1,4670.92,969610.8,533783.81,319395.23,88599.36,36672.94,217762.99,3,3,9,0
61,93484.8,39737.4,1,7837.02,1333813.61,475667.32,155108.91,221805.74,53936.75,551738.63,3,2,59,1
67,349188.0,49402.5,1,5869.14,692863.5,727295.44,529660.81,234789.94,64263.84,294391.26,0,1,133,3
38,123889.23,50347.37,1,4736.97,807548.27,267320.98,213856.79,132591.21,8179.65,444494.45,3,4,38,3
77,30532.88,7660.0,1,1443.49,929386.97,1646094.21,708445.61,206699.42,52040.78,1296770.46,3,2,192,1
51,104500.25,16395.9,1,4071.01,1156725.66,687505.09,164114.12,220755.67,17851.2,499874.13,3,4,6,1
75,247866.56,7409.53,1,951.79,707005.3,52990.54,39198.48,20368.69,20930.06,205378.96,2,4,148,1
59,55938.65,13609.62,1,2625.13,214211.09,513784.67,158087.59,270329.78,32885.19,426012.91,3,4,145,1
42,157387.45,24678.54,1,4662.92,945129.92,461900.11,98074.68,227027.07,48721.22,495468.2,0,3,98,1
49,180214.79,9226.35,2,587.71,791256.59,1988033.0,460993.16,783688.37,36763.45,1991318.1,2,3,189,3
21,127646.31,31475.04,2,547.77,101437.25,39450.13,33987.81,13352.35,6495.18,439850.83,1,1,184,1
84,130886.17,25539.84,1,2922.95,765990.53,165213.86,172397.07,41566.85,36915.11,156082.64,1,4,1,1
43,229059.97,35876.79,1,10358.07,664298.72,2093007.37,582862.81,801171.43,47743.3,1631733.39,3,4,80,1
79,155343.56,60272.1,2,1152.71,565486.31,114149.55,90118.07,27335.81,61536.92,1850387.41,0,0,120,3
80,229460.79,12437.9,1,3347.03,438345.76,256292.32,221487.19,78786.16,16752.95,457903.72,3,4,155,1
48,113038.07,21105.0,2,6217.31,874240.76,1153249.45,655045.69,326415.73,58641.98,814075.76,3,4,139,1
72,17723.13,3331.5,1,81.32,375034.47,144824.7,67675.09,79179.86,16634.22,302632.65,0,4,72,2
41,474908.98,4620.88,1,9767.97,1969776.88,491904.52,127275.99,255721.55,6045.33,1040432.25,0,0,182,0
17,115985.63,6843.75,3,1362.34,899843.36,548661.44,284012.98,347012.23,35625.41,1037102.21,2,1,123,1
24,466146.25,13227.76,2,2195.14,1254040.21,1229634.12,641548.24,549058.36,49726.33,1392312.16,3,1,138,1
57,124124.85,20225.7,3,5842.4,812506.97,1280099.99,935029.56,203034.99,26555.51,1014170.74,2,4,49,1
44,87354.96,24324.48,1,3154.76,633456.88,440233.96,344711.5,60719.06,6205.65,148044.75,3,4,171,2
56,156939.93,23903.62,1,1494.35,1265995.63,1418542.67,1070598.24,163266.23,48923.78,232215.08,1,1,171,1
65,130987.36,41223.7,1,4484.26,529607.93,589706.09,631234.69,101662.01,49008.52,544902.07,2,4,165,1
59,325553.42,16082.04,1,5026.26,429697.69,160456.61,112753.3,79100.77,20017.3,483418.85,0,1,136,0
29,238756.39,33685.52,1,6721.44,75127.98,254032.81,184508.04,50565.9,47314.26,703736.44,0,2,117,1
40,357044.23,50071.08,1,6260.83,835844.6,113708.65,81976.0,47228.75,15764.18,677672.74,0,4,92,3
69,63751.52,21452.8,2,3814.7,229166.26,105668.66,50235.92,34195.07,20909.34,476986.33,3,4,137,0
44,63497.69,35102.76,1,2365.22,98276.77,43137.34,30707.94,29260.28,31787.89,819083.43,0,1,56,1
73,176480.36,34644.45,1,1190.71,585187.38,260575.31,314344.82,123090.81,28459.02,882756.39,3,4,95,1
82,139337.05,9522.63,1,304.59,553308.33,279570.08,71163.29,137243.49,37847.67,927484.27,2,2,122,2
65,208133.32,23802.24,3,1476.26,707351.57,1525936.45,1074790.02,194125.65,62873.28,721018.12,1,4,75,3
53,428363.55,46266.3,2,2560.73,825031.4,254964.46,112721.13,127643.26,55129.55,1196463.06,3,2,48,1
64,169831.13,25753.56,1,4653.98,1235321.88,651093.05,233107.39,388083.61,50302.18,1143694.6,3,2,124,0
35,394018.58,10300.29,3,2433.9,209188.24,152238.45,63902.56,91794.15,44748.6,557429.66,0,3,53,2
38,171944.38,36222.7,1,2227.87,144972.42,144974.24,96649.49,37512.09,19145.57,806753.3,0,4,132,1
69,243163.98,18336.0,1,758.48,425661.24,1860597.15,361782.78,818662.75,52488.81,2249791.49,3,1,120,1
75,137103.46,50526.44,1,396.71,952802.25,274935.74,102642.68,163641.75,48305.74,172356.94,2,2,185,0
45,265947.34,22048.3,1,4332.91,1506289.03,1995533.94,466697.45,811248.92,15800.15,1260879.67,3,1,7,3
72,433576.04,24844.02,1,4593.75,1058012.16,0.0,0.0,0.0,57862.07,1484760.1,0,3,106,1
76,227250.89,46770.04,1,3155.84,251052.6,2109610.09,697244.01,1037916.7949999999,37511.82,695101.0,0,0,165,1
38,123570.37,7933.2,1,1478.23,464089.94,19275.25,16761.09,5698.77,25492.38,534089.17,1,2,29,1
27,78509.67,20112.96,1,3239.24,465384.12,673491.82,287293.71,145106.87,21362.94,713829.92,0,2,134,1
44,42397.46,33356.88,1,1639.04,595902.02,136891.32,56581.74,93195.61,23205.69,277171.07,1,4,115,0
50,169087.17,46738.2,3,1438.04,1324814.92,922185.42,298549.24,328404.16,50216.03,749636.02,0,1,87,1
68,46002.31,30977.96,1,2041.41,134519.59,315419.82,188773.99,57205.69,47499.5,273301.67,1,2,130,1
76,254376.82,30033.42,1,1431.27,390415.47,285189.07,360238.83,138691.95,5310.54,1100827.92,1,4,102,1
27,230504.6,47430.84,1,10775.17,1579998.39,501098.17,219836.62,63106.04,228.53,2479024.43,3,4,47,1
24,127936.89,5764.98,1,1003.61,566495.09,424789.34,324181.33,140851.2,3667.06,456755.96,0,1,44,1
33,30131.94,22158.76,2,1388.25,898475.82,243778.1,153965.11,41313.97,26473.74,592878.76,1,4,132,3
72,83445.12,17088.0,1,2399.03,699847.37,618018.8,491436.64,311392.12,28526.77,1575375.19,1,0,100,1
52,146449.6,46244.43,2,940.47,414681.41,319150.19,129385.21,62104.9,41933.22,2273413.16,2,1,150,0
72,95092.11,21094.15,1,6448.99,101219.03,677319.49,338659.74,242851.81,23398.06,203476.06,3,2,68,0
18,225201.83,29087.36,2,5931.89,1119212.56,305496.55,96676.12,275526.95,54287.03,1294712.7,3,4,163,0
73,52928.95,10125.05,1,6562.99,744464.6,709304.83,307012.54,142284.43,65392.07,389438.91,1,3,68,1
48,75703.68,30983.2,1,1499.65,462891.04,1781157.8,1274449.12,187942.86,72572.38,2054733.06,2,2,56,2
51,104795.32,11208.98,3,3380.6,203424.74,489611.49,242748.55,172063.47,9191.88,264968.33,0,3,19,3
75,222977.36,34262.65,1,5567.23,278909.21,821381.48,497151.95,344331.76,34701.18,1256329.17,3,0,49,0
21,75290.16,7814.52,3,308.02,490077.18,0.0,0.0,0.0,17807.3,147852.84,3,4,151,3
84,246327.38,28068.0,1,2661.56,878592.94,74747.86,46607.49,39677.92,48436.61,462837.75,0,4,130,2
28,182033.61,9258.87,1,4892.85,380136.24,1708745.43,547674.82,427186.36,85632.18,1447271.01,2,1,148,3
44,111496.5,7301.0,1,1799.03,274664.43,329165.38,214155.79,217090.51,34670.35,160689.25,3,1,15,1
31,52754.1,21393.4,2,2723.07,561273.75,620849.97,336732.19,204564.8,5815.51,290928.85,0,1,41,1
20,289812.51,32357.71,1,3708.1,1395286.34,307346.0,102448.67,71442.26,38398.58,2497229.47,3,1,50,3
31,212002.5,13938.5,1,3269.37,705539.64,315219.34,311178.07,55769.58,24006.45,418455.96,0,2,123,1
38,310547.55,38248.9,1,5264.39,260831.06,1177321.89,765830.75,335708.19,46410.77,810658.9,1,4,98,1
67,348170.46,56475.9,1,5914.35,1774668.68,285198.47,125487.33,108831.74,59796.75,2448655.95,2,3,58,1
46,291586.71,12144.92,2,5140.43,1121859.89,635576.56,399082.96,404551.87,3016.85,694409.34,1,2,75,3
43,126724.19,10407.11,1,3303.22,89262.61,1463854.89,491676.45,312885.01,19804.54,182903.63,3,2,71,1
19,94278.19,19980.75,2,628.53,135261.87,908877.7,376851.73,797373.92,24220.55,1013471.42,2,1,27,1
83,107321.55,37506.24,1,2311.03,241977.2,163980.21,230786.96,48829.66,7226.24,220153.08,0,1,98,0
68,116238.09,53102.4,1,1413.9,752085.34,90992.64,81155.6,50586.99,34716.74,781662.31,2,3,8,1
23,35664.83,3723.72,2,613.55,58257.91,329098.5,110854.23,252054.81,14452.46,220074.04,3,4,183,0
83,268022.95,46272.94,1,4157.62,1500235.15,880756.76,271566.67,550252.79,52885.73,1846404.19,3,4,114,1
76,182832.96,20587.84,1,1077.86,110000.26,855843.88,387316.21,185162.14,608.39,1634060.38,1,0,4,3
18,213206.4,14425.1,2,3763.32,1459235.64,141516.0,28661.47,65778.07,61433.73,1265963.86,0,1,3,1
57,107085.6,59011.2,2,6579.14,1051478.02,591197.27,321680.87,132236.92,92473.47,2468737.28,0,1,179,2
64,136956.2,35334.9,1,5363.29,100278.58,1206148.13,682165.75,266637.83,14390.17,1264941.46,0,1,133,2
62,361194.75,45795.0,1,4129.29,752660.82,146937.26,58091.47,137574.28,38908.98,1300895.34,2,4,55,2
50,142960.39,36505.89,1,9852.56,1027688.99,2211018.05,1310232.92,278424.5,43906.79,2326877.36,2,2,76,2
58,441082.48,27620.74,2,1212.17,748824.44,1119155.41,395563.55,654609.43,46764.16,1633122.54,1,4,105,0
41,160046.47,27812.61,1,2686.07,330529.29,153125.32,142379.68,84595.02,8479.07,613079.58,1,4,13,2
19,128370.28,25982.08,1,951.55,497493.96,94157.7,99388.68,32955.19,27171.53,752190.11,3,4,11,1
81,245875.8,16343.46,3,7988.07,552747.16,1024647.73,264644.12,413930.54,53016.9,1874013.44,1,1,39,1
67,77095.27,24692.5,1,1454.66,164975.8,132716.34,132716.34,87052.09,14840.94,260208.57,0,1,157,0
20,183239.56,28524.5,1,4405.46,1563406.77,0.0,0.0,0.0,42021.26,1148859.01,0,4,43,2
42,115916.64,19367.2,2,3469.94,209574.56,375760.72,189991.38,276331.9,6797.9,494876.64,3,2,188,0
58,141166.41,15831.7,2,733.15,463993.93,641428.5,174935.05,485736.31,19931.45,579505.63,2,4,170,0
81,33391.89,5415.34,1,136.51,194137.58,94195.9,49763.87,88295.33,18520.34,216502.03,0,0,177,1
20,59075.45,16256.5,1,2381.78,695454.08,1088456.34,668161.32,286662.76,38329.1,836035.02,0,4,110,1
68,234707.17,25305.24,2,2232.51,260404.69,68640.03,57569.06,49420.82,3154.94,441021.29,0,4,159,0
57,120699.64,20714.37,1,8147.33,1333483.38,98391.81,36979.47,15399.31,33630.58,551140.5,3,4,111,2
57,180555.77,75076.6,1,5094.43,496902.6,260544.95,187409.52,248111.92,11057.97,303895.22,2,4,34,1
26,61624.0,22007.78,2,279.5,92992.31,278099.95,113034.17,79662.18,59926.94,481021.17,1,2,119,2
63,303763.68,18748.0,2,2710.8,0.0,160252.63,94964.52,139241.73,24158.74,1022889.6,0,3,49,1
84,40099.99,12527.2,1,4019.53,206729.85,303177.14,151588.57,81560.59,50014.84,711181.7,2,2,14,1
75,77686.01,13902.21,1,8330.96,1316597.15,952781.82,274963.88,313458.83,26215.07,584240.31,2,4,179,1
55,192746.06,14270.78,1,4643.78,756193.56,879489.48,777653.86,97762.2,27008.24,88303.33,3,1,158,1
41,117804.72,36002.98,1,979.73,124861.89,756310.0,283616.25,518244.24,36523.64,725981.78,0,2,134,0
33,49991.15,1875.06,1,107.72,243590.88,829387.33,581280.01,150565.7,15509.64,504766.68,2,2,46,3
27,111789.43,33801.01,1,1709.82,212773.22,188774.56,116017.7,47567.26,10101.22,595227.88,0,2,111,1
70,466402.02,67065.24,2,3628.3,104756.9,237131.98,146795.99,154474.55,24173.18,136213.73,3,4,158,3
42,323196.7,57873.27,1,4821.4,235971.06,449101.83,328993.2,146845.85,40135.69,1743999.58,1,4,22,3
74,80380.19,54620.64,1,2089.86,1454398.43,364665.33,210769.87,149780.43,35430.77,1414547.3,1,2,173,1
30,87475.5,38934.5,1,1094.8,254842.28,227890.45,166848.37,240098.87,19336.24,695647.12,0,4,143,2
17,125007.58,29763.12,2,7798.24,1361520.44,1503846.78,541827.15,659812.78,49406.0,294040.11,0,4,110,3
39,431647.32,63578.75,1,2435.37,525948.5,495892.86,712282.48,177980.46,32440.46,1251373.92,1,1,23,0
48,74221.73,22967.0,1,2226.8,207679.1,191303.26,198805.35,208032.92,8075.93,512655.02,0,2,43,3
77,140928.74,23891.34,1,4521.99,818215.7,73199.45,53622.85,19210.6,38498.69,1156314.01,1,2,8,1
37,245950.08,31151.4,1,3690.04,294596.57,86517.21,100250.11,27809.1,10175.0,524150.68,0,1,78,0
73,214462.7,7743.89,1,3426.28,599030.74,2737514.23,641899.89,809926.62,120545.61,2580552.2,3,4,112,2
26,285493.07,47536.45,1,741.33,395561.73,199546.75,171610.21,191085.97,14546.68,495808.95,2,4,92,1
48,202276.06,6943.76,2,1574.35,586072.04,962053.57,638604.52,127803.84,13086.63,1527720.9,3,4,176,1
78,171662.0,43339.86,1,6200.05,0.0,1333804.07,827165.32,217130.9,16462.28,1652554.76,2,1,139,1
65,342068.37,39111.12,1,1136.27,834035.83,1436044.53,779567.03,717475.2,17553.56,350589.71,1,4,125,3
78,138457.24,21218.82,1,6462.12,490574.48,1579332.67,844993.27,136808.43,17796.55,1570392.09,0,4,49,1
78,84509.08,39052.02,2,2304.55,123482.47,227737.08,67778.89,101668.34,6252.62,745954.2,0,3,123,3
67,124351.92,24996.8,2,4314.62,473165.56,1159087.33,240565.3,556799.31,17240.69,289790.86,1,4,123,1
78,521159.98,46623.69,1,2091.85,658790.41,752220.15,507522.03,398767.31,19329.15,1570263.82,1,4,95,2
47,41258.88,31081.95,2,970.1,540708.32,1292689.04,354447.0,722446.38,3308.72,444933.24,2,2,5,1
43,86331.99,9527.85,1,1690.21,196482.65,46348.64,30457.68,32536.74,2377.89,204841.49,1,4,9,1
30,305273.4,39626.5,1,4821.43,103714.83,535215.69,429494.07,141072.28,31960.64,544350.42,0,3,105,3
21,158341.71,29558.01,2,4771.03,209619.6,603125.13,360199.73,248286.51,40075.01,779158.77,2,2,52,3
67,212637.0,37999.42,1,7325.29,972318.74,1748132.83,749199.78,753084.52,75058.44,1887293.47,0,4,124,1
67,341330.13,11338.71,1,3415.76,1880586.03,1771992.83,479637.16,622462.44,53199.99,2148499.81,3,4,53,1
63,331067.71,25598.08,2,7477.18,1227817.31,696479.15,453049.55,118266.22,43090.98,169513.28,3,2,184,3
78,356326.52,40778.75,2,12841.82,1933191.32,1245486.49,380785.68,478520.67,31136.55,2984485.53,3,2,51,2
76,85500.85,11324.96,1,2592.85,196662.47,336743.01,270342.98,244731.54,9086.27,587666.47,2,1,115,1
31,412837.04,62194.6,1,7104.71,927808.29,1251565.58,441729.03,428967.97,104897.64,958339.06,0,0,178,1
55,256280.35,32313.96,3,2217.21,1661220.21,2470522.8,1160648.29,397936.56,57061.7,1770913.87,0,3,63,0
82,84089.47,8018.4,1,1815.03,237269.07,28379.41,33734.01,20010.16,602.74,243516.78,2,4,139,3
57,56697.15,20916.0,1,937.57,378481.36,39461.18,30492.73,27539.12,10031.71,484459.75,0,0,174,3
23,50390.73,11258.1,2,2304.05,35997.02,112112.54,90177.47,30733.46,9499.09,699774.82,1,4,107,0
23,137731.78,11108.16,1,7701.51,1449640.85,2077864.55,790173.84,538488.84,40259.39,1262692.51,2,2,169,1
63,67646.56,1606.25,1,1407.58,270694.94,27280.61,13010.75,14479.71,8318.7,238537.0,3,4,191,1
58,191378.08,4686.79,1,2632.0,147381.41,592417.14,110525.59,305050.62,37696.0,1518097.95,0,4,55,3
26,260826.75,53468.1,3,270.6,804359.98,529324.3,295539.4,106261.85,46060.06,296849.18,0,4,61,3
54,85339.62,14677.02,1,4348.43,590535.99,1908522.19,381704.44,672852.79,73264.7,572708.97,2,3,69,1
48,267003.9,44556.8,1,1898.92,532788.31,1599882.98,346471.47,759995.37,20617.59,1858738.59,2,2,135,1
78,379568.7,10051.2,2,4360.16,1025617.64,919850.4,490084.23,195279.72,103790.65,1728690.1,2,4,76,3
41,76171.91,62695.19,2,4554.03,629673.7,333106.94,135872.57,302426.04,15128.28,921513.13,1,2,49,3
81,156567.36,42980.4,1,5084.18,157441.81,1279046.54,264265.82,562886.19,12178.65,641863.13,3,0,166,1
66,230627.76,33204.18,2,7191.01,1583634.29,1933423.95,378278.6,1037916.7949999999,63161.33,1317554.38,2,1,28,3
35,100215.75,25225.0,2,974.1,523111.2,22559.04,12783.46,18114.91,5793.3,118789.2,1,0,96,1
84,274099.12,26051.76,2,2461.94,563101.95,0.0,0.0,0.0,4870.24,520918.49,3,4,55,1
62,59748.61,10261.08,2,620.11,332586.79,137954.69,35373.0,55299.79,26115.45,189132.49,0,1,130,1
31,343318.23,26468.52,1,10939.16,771443.04,1702162.84,1002079.74,396576.49,90515.83,1587032.0,3,4,126,1
84,111602.89,19078.08,3,3604.99,61045.61,530390.61,502837.85,141345.65,19305.13,855350.47,3,2,18,2
18,49421.88,24554.88,2,1117.97,146385.79,364000.72,197167.06,265214.97,23201.04,660547.14,2,1,84,0
50,60079.88,41147.08,2,4626.59,229342.96,223456.3,188541.25,22997.38,27676.15,121301.61,2,4,8,3
72,111558.65,24260.07,2,1573.43,444592.5,669180.33,624067.05,144437.69,31590.51,1366854.28,1,2,82,1
38,62546.72,27911.1,1,2793.88,329800.06,244297.86,217451.94,61208.7,11470.46,295167.65,0,4,135,1
35,48269.65,31582.21,1,1439.72,70766.48,53855.79,37174.79,10275.49,31065.04,544193.91,1,2,106,0
57,362306.18,44052.2,2,7059.63,964779.41,2774465.91,1379657.16,164360.77,23523.13,1068649.97,0,3,108,2
31,111793.24,35024.99,3,11023.35,1323213.49,1747703.69,862043.04,325214.59,1123.65,1627368.17,3,4,133,1
17,130334.13,34310.01,1,6426.25,1180442.49,348646.35,129218.58,103131.05,2006.78,1957791.14,2,4,52,1
40,55548.39,7374.9,1,1919.54,244695.4,178785.1,220242.51,45084.94,4742.38,206909.32,3,4,83,0
73,53797.08,10630.4,3,2190.23,598368.72,373578.97,383036.67,72776.97,27516.02,653279.09,1,4,98,3
73,137924.08,17677.2,1,3310.24,613845.52,269797.11,158704.18,168226.43,20991.26,868018.98,3,4,89,0
62,161123.83,11458.16,2,3151.38,554732.61,1028685.15,244094.78,633949.02,22002.02,1760849.71,1,1,173,1
44,67064.29,13002.15,1,1024.47,540459.44,713832.78,418010.19,132798.62,6756.79,930370.48,1,2,3,1
17,90964.09,43166.5,1,1017.59,714235.24,160279.89,63140.56,222837.62,16236.36,629995.51,0,2,109,3
81,94766.64,7822.8,1,4469.98,1202896.82,1009283.79,205010.77,431784.22,13635.16,1336414.08,3,2,101,1
29,50180.07,30793.46,1,860.89,332227.16,1003245.95,441680.6,189291.69,55879.36,1193842.39,0,2,107,1
27,80157.37,21503.24,1,1.17,0.0,502316.84,383792.64,121007.56,7429.04,467912.66,0,4,9,1
38,64108.75,20876.31,1,864.01,226693.68,32563.93,43813.29,9544.19,2223.51,374480.11,1,3,5,3
75,189418.65,28571.94,2,6554.97,1145058.09,44438.07,23277.08,29329.12,1586.01,217985.19,3,1,14,3
51,250467.77,12166.56,1,736.36,1604558.25,1157818.61,482424.42,263725.35,43965.1,2273472.29,2,1,41,1
36,129932.3,20799.1,2,1862.34,203371.21,811860.87,290421.77,332664.94,12841.38,895163.19,1,3,87,1
65,96397.46,15078.24,3,199.5,923505.79,791771.11,781873.97,164193.53,41532.94,1132848.24,0,4,149,1
26,47336.04,2133.32,1,2726.65,571500.56,189166.65,66673.49,97219.25,600.87,671976.39,0,3,13,3
60,231896.33,12944.13,1,3439.23,911235.81,685540.13,434401.67,227246.37,32744.09,99086.61,0,4,95,0
32,147317.84,20100.96,1,1311.94,204350.01,323213.56,92725.2,180814.14,33590.35,784757.53,2,1,10,1
49,162388.33,17051.4,1,418.61,230956.27,762328.25,418221.75,65591.99,459.43,1244204.71,2,2,64,3
31,148433.6,30624.0,2,3147.68,194129.04,329957.3,198615.07,152164.77,10127.78,992851.2,3,4,93,3
17,402930.83,9845.77,1,2162.17,395885.87,1070724.13,313136.3,508795.98,36525.71,2100375.89,0,0,16,1
52,82231.69,14281.92,1,4312.71,36652.66,743620.88,378112.31,221825.89,20722.36,479827.46,1,4,119,0
85,231817.65,7878.06,1,4842.5,192352.0,653231.97,210485.86,376189.03,35834.24,1171013.11,0,1,153,1
59,59987.49,13287.68,1,920.08,897469.78,354030.9,130256.65,242444.37,17771.2,1437562.08,2,1,112,0
72,140855.22,12999.46,1,1083.38,669122.46,476404.09,381123.27,157107.48,34604.82,476822.17,2,4,110,1
50,348711.69,10768.48,2,4303.04,1852223.05,1453804.31,628672.14,378382.04,92880.63,2806941.74,0,1,6,1
58,67931.92,2620.89,3,236.29,543898.93,1151166.49,575583.24,126628.31,30678.1,760430.27,3,4,104,1
35,331797.03,59932.54,2,796.36,686479.09,203555.77,207626.88,103732.02,29121.75,945383.81,1,2,125,1
62,89364.75,39622.0,1,1411.88,294246.88,1238231.25,614162.7,255967.16,46099.38,504091.88,0,1,119,2
74,190329.7,29430.0,1,1538.09,342065.18,79099.25,60757.4,29633.56,28912.27,557344.52,2,1,59,3
71,197043.62,25437.06,3,4814.98,162005.83,834989.69,767287.82,256364.4,985.66,1541737.47,0,3,143,1
43,133962.18,9026.14,1,6.98,535746.73,881345.76,144010.75,501157.39,44839.31,1431701.57,0,4,63,1
83,300114.29,21075.83,1,6228.36,1571582.47,821290.21,265100.01,305644.71,35217.92,2806283.33,2,1,72,3
75,243490.73,63872.76,1,5578.34,1045569.03,428657.45,214328.73,382765.89,32217.39,1105110.35,1,1,160,3
73,263248.97,47651.76,2,7069.16,693956.23,1420246.29,554930.67,235234.17,1624.19,2518271.85,3,4,134,2
69,47528.21,20520.08,1,5525.3,159111.39,936383.12,664271.79,170069.58,56265.96,705328.04,2,4,89,1
24,270692.57,38827.1,1,1345.56,835384.76,1263252.44,400543.46,545047.21,54201.3,770874.7,3,4,66,1
23,28060.86,11784.74,1,3681.83,647893.46,1127561.36,301741.77,260927.23,37286.16,626382.31,1,4,116,0
55,273277.6,12099.78,2,415.35,1359508.58,1712205.92,375850.08,1037916.7949999999,64122.98,1818194.36,0,1,191,1
41,363577.73,51434.35,1,5129.75,731052.74,508649.83,322383.7,354622.06,35455.63,614125.22,1,4,186,1
57,107655.52,38404.02,1,1045.18,624915.32,405753.4,171664.9,428694.08,1194.27,655845.68,0,4,174,1
18,72431.34,34975.16,1,5303.5,1210753.08,205810.18,127568.29,29765.93,25402.35,1532523.47,0,1,188,1
56,259370.68,56458.62,1,10316.57,812424.33,2438133.21,487626.64,1037916.7949999999,44822.57,706271.0,2,2,142,0
42,184517.05,11338.82,2,4505.58,67647.56,232227.41,221426.14,56868.71,7776.4,1034413.94,3,1,81,0
78,74408.69,28689.62,2,494.76,24949.1,188138.63,218375.19,61145.05,12141.52,326434.35,2,3,157,2
70,63251.04,19842.94,3,2199.7,495320.34,433211.84,166619.94,217439.02,22191.46,309608.0,0,4,29,1
33,97226.35,8672.45,1,230.46,204220.49,167557.22,100534.33,46245.79,17867.54,385574.52,1,4,129,3
41,207771.28,21864.18,3,2872.37,342874.72,899355.7,648372.71,357650.76,8222.67,197690.13,2,3,188,1
46,57336.47,13929.16,1,959.9,208909.69,41200.18,60588.5,24639.33,3045.78,154111.62,1,2,0,0
79,279342.47,15078.0,1,2065.34,797384.4,643768.67,232056.15,397714.29,52283.7,1831584.52,0,2,7,2
28,91074.65,2573.75,1,223.23,144419.03,160532.36,68462.33,115654.12,17757.27,352461.48,2,3,10,3
81,291163.37,42939.6,2,1157.38,961957.92,544795.89,483506.35,189588.97,10372.56,1012035.55,2,2,94,1
46,404829.66,17675.79,2,820.72,1503605.71,983146.7,520921.01,180854.97,4757.63,1772685.17,3,2,58,1
79,49503.77,20847.33,1,4653.68,135150.12,413227.38,287158.01,63034.69,21961.52,718739.94,2,1,187,0
72,280918.66,73718.1,1,8259.68,103359.62,603246.72,377029.2,227377.61,59522.06,1102516.12,3,3,110,1
73,439388.92,46346.7,1,855.65,1428253.22,1051950.53,400198.57,624309.77,21641.11,1061775.4,1,2,74,1
42,38807.25,35163.0,1,1061.28,608245.61,286374.44,216950.33,72316.78,10444.01,1209141.95,1,3,65,0
66,324199.84,27648.39,1,365.06,557907.89,507996.38,369451.91,74814.01,12758.36,359677.7,3,4,19,3
24,126935.44,25132.0,1,4711.96,748437.11,357947.96,197010.12,91734.57,64011.17,1611585.36,0,4,12,3
46,99704.06,46444.5,1,1244.03,101434.64,494708.99,264712.7,130316.76,11710.94,414535.64,2,2,69,1
36,276516.44,12269.25,1,6397.15,427468.36,346860.26,81759.92,190897.02,46466.41,1569491.66,1,4,78,1
81,105509.99,42235.52,1,4025.57,1328738.0,528227.02,126143.77,268055.5,49428.63,1459059.75,1,3,162,3
34,180948.98,23193.42,2,4495.85,721455.27,590851.32,259212.19,86607.37,30512.23,1101236.14,3,4,154,0
29,290163.8,45309.55,2,1111.76,830516.96,405245.57,200090.0,26594.24,59999.68,2262153.92,1,3,7,0
67,150898.04,18778.08,2,42.64,284352.57,606505.38,321091.09,321804.62,9160.93,399466.37,2,0,77,3
